     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,06/11/2011-06/17/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R469,RI TRAMWAY (ROOSEVELT)        ,00006724,00000757,00000041,00000138,00000000,00002104,00008011,00000000,00000000,00000000,00000017,00000021,00000000,00000015,00000482,00000080,00000135,00000000,00000075,00000000,00000000,00000000,                                                                                                                                        
R535,AIRTRAIN @ HOWARD BEACH       ,00009115,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000048,00000000,00000000,00000000,00000048,00000000,00000000,00019732,00006606,00001463,00000021,                                                                                                                                        
R536,AIRTRAIN JAMAICA CENTER 1     ,00016648,00000000,00000000,00000000,00000046,00000000,00000000,00000000,00000000,00000000,00000000,00000126,00000000,00000000,00000000,00000155,00000000,00000000,00042308,00017572,00005907,00000675,                                                                                                                                        
R540,PA-PATH WORLD TRADE CNTR      ,00102290,00000000,00000000,00000000,00000106,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00003737,00000536,00000000,00000000,00000000,                                                                                                                                        
R541,PA-PATH THIRTY THIRD ST       ,00091982,00000000,00000000,00000000,00000185,00000000,00000000,00000000,00000000,00000000,00000000,00000751,00000000,00000000,00000000,00000000,00000000,00008431,00000448,00000000,00000000,00000000,                                                                                                                                        
R542,PA-PATH TWENTY THIRD ST       ,00018418,00000000,00000000,00000000,00000005,00000000,00000000,00000000,00000000,00000000,00000000,00000245,00000000,00000000,00000000,00000000,00000000,00000770,00000062,00000000,00000000,00000000,                                                                                                                                        
R543,PA-PATH EXCHANGE PLACE        ,00034497,00000000,00000000,00000000,00000111,00000000,00000000,00000000,00000000,00000000,00000000,00000396,00000000,00000000,00000000,00000000,00000000,00001001,00000179,00000000,00000000,00000000,                                                                                                                                        
R544,PA-PATH HARRISON              ,00016585,00000000,00000000,00000000,00000002,00000000,00000000,00000000,00000000,00000000,00000000,00000137,00000000,00000000,00000000,00000000,00000000,00001048,00000055,00000000,00000000,00000000,                                                                                                                                        
R545,PA-PATH 14TH STREET           ,00026253,00000000,00000000,00000000,00000012,00000000,00000000,00000000,00000000,00000000,00000000,00000203,00000000,00000000,00000000,00000000,00000000,00001098,00000116,00000000,00000000,00000000,                                                                                                                                        
R546,PA-PATH PAVONIA/NEWPORT       ,00036557,00000000,00000000,00000000,00000117,00000000,00000000,00000000,00000000,00000000,00000000,00000307,00000000,00000000,00000000,00000000,00000000,00002682,00000249,00000000,00000000,00000000,                                                                                                                                        
R547,PA-PATH 9TH STREET            ,00013339,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000103,00000000,00000000,00000000,00000000,00000000,00000528,00000098,00000000,00000000,00000000,                                                                                                                                        
R548,PA-PATH CHRISTOPHER ST        ,00013144,00000000,00000000,00000000,00000009,00000000,00000000,00000000,00000000,00000000,00000000,00000121,00000000,00000000,00000000,00000000,00000000,00000293,00000056,00000000,00000000,00000000,                                                                                                                                        
R549,PA-PATH NEWARK                ,00069477,00000000,00000000,00000000,00000007,00000000,00000000,00000000,00000000,00000000,00000000,00000296,00000000,00000000,00000000,00000000,00000000,00007124,00000194,00000000,00000000,00000000,                                                                                                                                        
R550,PA-PATH HOBOKEN               ,00072161,00000000,00000000,00000000,00000035,00000000,00000000,00000000,00000000,00000000,00000000,00000741,00000000,00000000,00000000,00000000,00000000,00002245,00000310,00000000,00000000,00000000,                                                                                                                                        
R551,PA-PATH GROVE ST              ,00035984,00000000,00000000,00000000,00000024,00000000,00000000,00000000,00000000,00000000,00000000,00000337,00000000,00000000,00000000,00000000,00000000,00001723,00000203,00000000,00000000,00000000,                                                                                                                                        
R552,PA-PATH JOURNAL SQUARE        ,00055784,00000000,00000000,00000000,00000007,00000000,00000000,00000000,00000000,00000000,00000000,00000338,00000000,00000000,00000000,00000000,00000000,00002928,00000208,00000000,00000000,00000000,                                                                                                                                        
